,cut,color,clarity,depth,table
10846,5,3,2,59.1,56.0
10847,5,5,4,59.3,60.0
10848,4,7,2,60.8,56.0
10849,3,6,6,60.9,59.0
10850,3,3,5,61.6,59.0
10851,4,5,3,60.6,55.0
10852,4,4,5,62.1,55.0
10853,5,5,6,60.3,58.0
10854,5,6,3,60.8,60.0
10855,5,3,3,62.8,58.0
10856,5,6,2,62.6,58.0
10857,3,5,3,63.3,56.0
10858,4,6,4,61.8,57.0
10859,5,3,4,61.2,60.0
10860,5,5,3,60.1,58.0
10861,2,7,4,62.4,60.0
10862,4,4,4,62.5,54.0
10863,4,5,5,61.1,57.0
10864,5,1,4,62.7,61.0
10865,5,6,5,59.5,59.0
10866,5,3,4,62.7,58.0
10867,3,5,2,59.0,58.0
10868,5,5,3,60.0,60.0
10869,3,6,3,63.0,58.0
10870,4,3,3,61.7,56.0
10871,5,4,5,59.4,60.0
10872,2,2,4,63.1,54.0
10873,4,5,5,61.6,55.0
10874,4,7,3,61.8,55.0
10875,3,5,2,62.8,56.0
10876,3,4,2,63.1,57.0
10877,4,2,3,62.4,57.0
10878,3,7,6,63.5,58.0
10879,4,3,7,61.1,56.0
10880,5,3,3,62.9,60.0
10881,2,4,3,63.6,55.0
10882,2,6,2,58.0,64.0
10883,3,4,6,62.9,55.0
10884,3,1,4,59.3,60.0
10885,3,5,3,62.3,55.0
10886,5,3,3,62.5,58.0
10887,3,3,2,63.0,58.0
10888,4,4,4,61.4,57.0
10889,3,5,3,60.7,54.0
10890,2,7,4,62.6,65.0
10891,5,4,6,58.5,59.0
10892,4,4,3,63.0,53.0
10893,3,7,3,62.1,58.0
10894,3,4,6,60.5,62.0
10895,3,5,2,59.4,60.0
10896,5,4,5,60.7,58.0
10897,5,4,5,61.3,58.0
10898,5,6,4,58.9,61.0
10899,2,7,3,58.8,64.0
10900,4,4,5,61.1,56.0
10901,4,5,5,62.3,57.0
10902,4,4,2,61.7,56.0
10903,5,3,5,62.3,58.0
10904,2,2,3,63.6,57.0
10905,4,3,6,60.9,55.0
10906,5,7,4,59.1,58.0
10907,3,6,7,60.0,59.0
10908,4,2,4,61.6,55.0
10909,4,7,4,61.9,57.0
10910,4,6,4,62.0,56.0
10911,4,5,3,62.5,56.0
10912,2,2,4,64.0,56.0
10913,3,6,2,63.4,58.0
10914,2,6,2,63.7,54.0
10915,5,4,8,60.7,58.0
10916,4,4,7,62.3,55.0
10917,3,3,2,63.0,59.0
10918,3,1,4,61.3,59.0
10919,5,2,4,62.3,60.0
10920,4,1,3,62.5,58.0
10921,4,4,5,61.8,55.0
10922,2,6,3,63.3,55.0
10923,3,4,2,62.5,56.0
10924,4,4,3,62.1,54.0
10925,3,7,6,59.1,61.0
10926,4,5,2,62.1,56.0
10927,5,5,3,62.5,59.0
10928,4,7,6,61.9,56.0
10929,4,2,7,61.6,55.0
10930,4,4,3,61.2,58.0
10931,4,4,6,62.3,55.0
10932,5,7,4,60.5,60.0
10933,4,7,4,62.6,55.0
10934,3,2,3,61.6,61.0
10935,4,2,5,62.5,53.4
10936,4,3,7,62.7,54.0
10937,3,4,5,60.7,58.0
10938,5,6,3,62.2,58.0
10939,4,4,5,62.1,56.0
10940,4,7,6,61.9,56.0
10941,3,6,4,60.4,60.0
10942,5,6,4,59.9,59.0
10943,5,6,4,61.4,59.0
10944,3,4,6,62.9,55.0
10945,5,1,6,60.6,58.0
10946,4,4,3,60.8,57.0
10947,5,6,2,61.7,58.0
10948,2,4,5,64.3,57.0
10949,4,4,3,61.3,56.0
10950,4,6,2,61.4,56.0
10951,4,4,3,61.6,55.0
10952,4,5,4,60.8,56.0
10953,3,6,2,63.2,57.0
10954,2,5,3,61.3,60.0
10955,2,1,4,63.2,57.3
10956,5,4,5,62.2,58.0
10957,4,5,6,62.2,57.0
10958,2,4,4,63.5,54.0
10959,4,4,7,59.7,60.0
10960,3,5,4,62.2,57.0
10961,4,4,4,61.3,56.0
10962,4,3,7,60.9,57.0
10963,3,3,3,63.1,60.0
10964,4,4,8,61.6,55.0
10965,4,4,5,61.9,57.0
10966,2,5,4,63.2,58.0
10967,4,6,4,61.5,55.0
10968,5,2,6,62.1,58.0
10969,3,4,2,62.9,55.0
10970,3,2,6,62.5,55.0
10971,2,6,2,58.8,59.0
10972,1,6,3,65.0,62.0
10973,5,1,2,60.0,58.0
10974,2,6,4,60.6,65.0
10975,5,5,6,60.8,59.0
10976,3,4,2,62.8,60.0
10977,4,3,4,60.7,55.0
10978,2,7,4,64.1,57.0
10979,4,1,3,62.3,56.0
10980,4,5,7,61.4,55.0
10981,4,6,3,61.4,56.0
10982,3,4,2,63.1,56.0
10983,4,4,6,61.9,57.0
10984,5,5,2,59.2,60.0
10985,4,5,3,61.4,56.0
10986,4,7,3,62.4,57.0
10987,2,6,3,63.6,62.0
10988,5,4,7,61.8,59.0
10989,3,4,4,62.2,57.0
10990,4,3,5,61.2,55.0
10991,3,4,4,59.6,61.0
10992,3,2,4,60.2,58.0
10993,3,3,4,62.9,59.0
10994,4,2,6,62.0,54.0
10995,2,3,3,60.3,64.0
10996,3,4,4,60.0,55.0
10997,5,5,7,59.3,59.0
10998,2,4,8,63.5,55.0
10999,5,1,5,61.6,59.0
11000,3,4,8,62.1,53.0
11001,4,4,5,61.3,56.0
11002,5,6,2,61.5,58.0
11003,4,7,3,61.7,57.0
11004,1,4,4,68.9,60.0
11005,3,4,3,61.4,61.0
11006,5,2,4,62.6,58.0
11007,4,7,4,62.1,59.0
11008,4,5,6,61.2,56.0
11009,3,7,4,59.0,59.0
11010,3,1,1,63.3,57.0
11011,1,6,3,55.8,61.0
11012,3,5,4,59.7,62.0
11013,3,6,1,62.3,58.0
11014,1,3,1,64.3,59.0
11015,4,2,4,61.5,54.0
11016,2,3,2,59.0,61.0
11017,3,5,7,62.1,55.0
11018,3,6,2,63.3,58.0
11019,4,2,4,62.0,56.0
11020,3,3,3,61.6,62.0
11021,4,2,6,60.6,57.0
11022,3,3,5,59.1,59.0
11023,5,4,5,61.9,59.0
11024,4,6,6,62.5,57.0
11025,2,7,4,63.2,57.0
11026,5,6,3,61.4,59.0
11027,2,2,3,58.5,61.0
11028,5,3,4,61.7,60.0
11029,3,3,3,63.4,55.0
11030,3,5,7,62.9,55.0
11031,4,2,8,61.7,55.0
11032,3,4,5,62.4,58.0
11033,5,7,5,59.7,58.0
11034,5,6,6,62.1,58.0
11035,4,2,8,60.9,57.0
11036,3,7,2,62.9,54.0
11037,4,5,8,62.0,55.0
11038,3,6,5,60.7,60.0
11039,2,2,5,63.6,59.0
11040,5,4,2,58.5,60.0
11041,4,5,2,61.9,56.0
11042,4,4,7,62.2,56.0
11043,3,5,3,61.9,58.0
11044,2,5,7,60.2,64.0
11045,3,7,5,59.9,56.0
11046,3,4,1,62.5,58.0
11047,4,6,5,62.2,55.0
11048,3,7,3,62.8,57.0
11049,5,4,2,59.6,58.0
11050,5,4,4,61.8,60.0
11051,5,2,3,59.9,61.0
11052,5,6,5,58.4,59.0
11053,2,6,5,59.0,63.0
11054,5,1,2,61.8,60.0
11055,3,7,4,63.7,55.0
11056,4,4,5,61.8,55.0
11057,5,6,5,62.4,54.0
11058,4,4,6,61.5,57.0
11059,5,1,5,61.2,59.0
11060,3,4,7,62.1,59.0
11061,2,2,3,63.6,61.0
11062,4,1,2,62.0,56.0
11063,4,2,3,62.5,56.0
11064,5,5,4,60.9,61.0
11065,3,5,3,61.3,56.0
11066,5,6,2,59.4,60.0
11067,3,1,3,63.4,54.0
11068,3,6,4,62.8,56.0
11069,4,6,2,61.6,55.0
11070,5,3,4,63.0,59.0
11071,2,5,2,64.3,57.0
11072,4,4,8,61.5,55.0
11073,4,6,4,61.4,57.0
11074,5,4,2,61.4,58.0
11075,1,2,4,65.7,58.0
11076,3,4,4,63.5,59.0
11077,3,4,4,63.4,55.0
11078,3,7,3,61.9,58.0
11079,5,7,3,60.2,58.0
11080,5,2,2,61.7,60.0
11081,4,2,5,61.5,56.0
11082,5,4,6,61.2,58.0
11083,3,1,5,61.4,56.0
11084,4,4,4,61.8,56.0
11085,5,4,5,62.1,60.0
11086,4,2,3,62.2,56.0
11087,3,6,5,59.6,60.0
11088,5,6,2,62.5,58.0
11089,5,7,2,62.2,60.0
11090,1,5,2,65.2,55.5
11091,4,1,5,61.6,55.1
11092,3,5,4,62.3,56.0
11093,4,4,4,61.4,57.0
11094,4,5,7,61.1,57.0
11095,5,7,2,62.2,59.0
11096,3,1,4,62.9,58.0
11097,4,5,2,60.4,55.0
11098,4,2,2,61.2,58.0
11099,5,7,4,60.3,60.0
11100,4,3,3,61.9,57.0
11101,4,6,2,62.2,55.0
11102,2,2,4,64.0,56.0
11103,5,5,6,58.5,59.0
11104,4,7,4,61.5,57.0
11105,3,1,6,63.4,56.0
11106,5,7,2,62.0,58.0
11107,1,2,5,57.1,57.0
11108,3,5,3,63.3,58.0
11109,5,5,4,61.9,58.0
11110,5,4,5,62.9,58.0
11111,4,5,4,60.8,57.0
11112,3,6,4,63.4,61.0
11113,5,7,3,60.7,60.0
11114,3,2,4,62.3,57.0
11115,4,4,5,61.5,55.0
11116,4,6,6,62.5,57.0
11117,3,7,7,60.1,58.0
11118,3,5,3,60.3,61.0
11119,5,2,2,61.3,58.0
11120,4,6,5,61.4,57.0
11121,3,7,3,60.3,63.0
11122,4,4,8,61.5,56.0
11123,5,5,3,59.5,62.0
11124,3,7,3,62.4,58.0
11125,3,3,2,62.9,56.0
11126,5,2,2,62.9,59.0
11127,4,6,5,61.4,56.0
11128,5,4,5,61.2,60.0
11129,4,4,5,60.9,55.0
11130,4,7,2,60.2,57.0
11131,4,5,7,62.0,57.0
11132,4,5,3,61.7,56.0
11133,4,5,4,61.7,57.0
11134,5,7,4,60.9,58.0
11135,3,4,3,62.4,60.0
11136,4,3,6,60.9,56.0
11137,4,3,5,62.3,54.0
11138,3,3,2,62.3,59.0
11139,5,5,3,60.3,61.0
11140,3,3,4,63.3,60.0
11141,3,6,7,63.1,59.0
11142,3,6,4,62.2,58.0
11143,5,3,3,62.0,58.0
11144,4,3,6,62.5,55.0
11145,5,7,3,61.8,59.0
11146,4,5,6,62.2,55.0
11147,4,7,4,60.8,57.0
11148,4,4,4,62.1,57.0
11149,5,1,6,62.6,59.0
11150,4,4,4,61.4,55.0
11151,3,5,4,62.3,61.0
11152,3,1,4,62.7,60.0
11153,5,3,4,59.4,60.0
11154,5,4,2,59.3,58.0
11155,5,5,2,62.6,60.0
11156,3,6,5,63.7,56.0
11157,5,2,3,60.1,59.0
11158,2,4,5,63.2,58.0
11159,4,4,8,61.7,56.0
11160,4,5,6,62.2,53.9
11161,3,6,5,60.7,54.0
11162,2,1,5,64.2,60.0
11163,2,5,3,61.1,61.0
11164,5,4,5,62.6,59.0
11165,4,5,6,61.9,56.0
11166,5,6,4,61.2,62.0
11167,3,6,4,64.0,55.0
11168,5,7,3,62.2,59.0
11169,4,2,3,61.0,57.0
11170,2,6,3,63.2,58.0
11171,5,3,3,59.1,57.0
11172,5,6,4,62.9,58.0
11173,5,7,2,61.1,57.0
11174,4,5,4,61.2,57.0
11175,5,4,4,62.0,58.0
11176,1,6,2,66.7,62.0
11177,5,6,3,59.1,61.0
11178,5,1,4,62.0,58.0
11179,3,6,4,64.0,56.0
11180,4,6,4,61.3,56.0
11181,4,5,3,61.4,57.0
11182,5,1,3,59.3,59.0
11183,4,3,4,62.2,55.0
11184,4,3,4,61.3,56.0
11185,5,5,3,61.0,59.0
11186,3,6,5,62.5,55.0
11187,4,6,4,61.6,55.0
11188,4,3,5,61.8,56.0
11189,5,4,2,59.8,57.0
11190,3,5,5,61.2,57.0
11191,3,6,5,60.7,60.0
11192,5,5,4,60.5,59.0
11193,4,3,2,62.0,56.0
11194,3,4,5,60.2,57.0
11195,5,5,4,59.8,59.0
11196,2,5,3,63.1,58.0
11197,4,6,5,61.2,56.0
11198,3,2,4,62.1,57.0
11199,2,5,2,63.6,59.0
11200,3,4,6,62.9,58.0
11201,4,4,6,60.6,56.0
11202,3,5,2,58.5,62.0
11203,4,6,3,61.4,56.0
11204,3,3,7,61.6,56.0
11205,3,3,4,62.2,59.0
11206,3,7,4,62.2,57.0
11207,1,5,2,64.8,55.0
11208,4,3,2,61.4,57.0
11209,4,4,5,61.8,56.0
11210,4,6,3,61.0,57.0
11211,4,4,7,62.8,57.0
11212,4,2,7,61.4,55.0
11213,4,3,5,62.1,56.0
11214,5,3,3,62.1,57.0
11215,4,3,3,62.1,57.0
11216,5,7,2,59.5,60.0
11217,4,5,2,59.2,60.0
11218,4,1,4,62.5,57.0
11219,3,6,4,60.8,60.0
11220,5,7,2,60.0,58.0
11221,4,3,3,61.8,57.0
11222,3,7,3,60.6,60.0
11223,4,6,8,61.4,55.0
11224,3,6,3,62.9,58.0
11225,5,3,2,62.5,58.0
11226,4,7,4,61.2,57.0
11227,3,6,4,63.5,59.0
11228,4,7,4,61.3,56.0
11229,3,6,4,63.1,56.0
11230,4,6,4,61.5,55.0
11231,4,3,6,61.2,56.0
11232,5,4,2,61.2,57.2
11233,4,5,3,62.5,53.7
11234,5,4,2,60.9,57.0
11235,3,3,5,63.5,56.0
11236,3,3,6,62.6,56.0
11237,4,2,5,62.1,54.0
11238,5,3,4,60.9,58.0
11239,2,4,6,63.9,58.0
11240,4,3,5,61.3,55.0
11241,3,2,3,62.9,58.0
11242,3,5,4,62.7,57.0
11243,3,4,6,62.3,59.0
11244,3,3,7,61.3,56.0
11245,4,4,5,61.7,55.0
11246,5,1,4,62.4,60.0
11247,4,4,2,62.0,58.0
11248,4,3,4,61.6,56.0
11249,1,6,3,65.6,59.0
11250,4,2,4,61.8,55.0
11251,4,7,3,61.5,56.0
11252,4,3,3,61.6,54.0
11253,3,5,3,62.5,59.0
11254,3,7,8,62.0,56.0
11255,5,2,6,61.4,58.0
11256,4,7,3,61.8,57.0
11257,5,6,2,61.9,57.0
11258,4,1,2,61.7,56.0
11259,5,3,3,63.0,57.0
11260,3,3,3,61.1,57.0
11261,4,4,5,61.9,55.0
11262,1,2,4,57.3,59.0
11263,4,7,3,62.4,54.0
11264,1,3,3,65.5,62.0
11265,4,4,5,62.7,56.0
11266,2,3,6,63.1,59.0
11267,3,3,3,63.0,55.0
11268,2,7,4,63.7,56.0
11269,4,6,7,61.2,57.0
11270,4,4,6,62.2,54.0
11271,5,5,2,62.7,60.0
11272,4,2,3,63.0,57.0
11273,4,5,8,62.2,56.0
11274,3,3,6,62.7,54.0
11275,5,4,6,62.0,55.0
11276,4,5,4,62.9,55.0
11277,5,5,2,62.1,59.0
11278,4,7,5,62.3,55.0
11279,3,5,8,59.4,61.0
11280,1,7,3,66.0,57.0
11281,3,4,6,59.7,59.0
11282,4,5,3,61.1,56.0
11283,4,4,5,61.9,55.0
11284,4,5,3,61.9,57.0
11285,3,7,3,63.2,55.0
11286,4,7,4,61.8,56.0
11287,3,1,3,63.4,59.0
11288,2,7,2,57.8,62.0
11289,2,3,5,61.8,61.0
11290,3,7,4,63.8,55.0
11291,5,5,4,61.1,60.0
11292,5,5,4,62.3,59.0
11293,4,4,4,61.9,57.0
11294,4,7,4,61.8,55.0
11295,5,5,4,62.1,58.0
11296,3,2,2,61.4,63.0
11297,5,1,3,59.4,59.0
11298,3,4,4,60.1,61.0
11299,5,3,6,62.6,58.0
11300,4,2,5,62.3,57.0
11301,4,3,6,62.0,57.0
11302,4,3,3,61.6,56.0
11303,3,6,2,59.2,59.0
11304,4,5,7,62.3,54.0
11305,4,5,8,61.0,57.0
11306,3,3,3,58.6,61.0
11307,3,5,3,60.6,60.0
11308,2,6,3,63.5,56.0
11309,2,4,5,64.0,58.0
11310,4,3,3,61.4,56.0
11311,2,7,4,63.4,57.0
11312,5,7,3,62.3,54.0
11313,5,1,4,62.0,59.0
11314,5,7,4,59.3,60.0
11315,5,5,4,61.0,58.0
11316,3,4,3,60.1,61.0
11317,4,2,7,61.5,55.0
11318,4,4,7,60.2,56.0
11319,4,5,2,62.3,57.0
11320,2,5,2,59.0,59.0
11321,5,3,4,60.2,58.0
11322,3,3,2,63.1,59.0
11323,4,2,3,61.4,56.0
11324,5,4,2,62.7,58.0
11325,5,5,4,61.1,58.0
11326,2,5,2,63.6,62.0
11327,5,5,8,62.2,56.0
11328,2,2,5,63.1,56.0
11329,5,3,3,62.2,61.0
11330,4,4,4,60.8,57.0
11331,4,5,2,61.6,54.0
11332,2,3,6,64.3,57.9
11333,4,4,6,62.4,57.0
11334,2,7,3,63.5,57.0
11335,5,6,3,59.4,60.0
11336,5,4,4,62.4,58.0
11337,4,2,4,62.5,57.0
11338,5,1,6,62.5,59.0
11339,5,4,3,62.2,56.0
11340,5,4,2,60.1,59.0
11341,5,6,4,63.0,58.0
11342,3,5,3,62.2,57.0
11343,5,4,4,61.9,58.0
11344,5,4,8,60.6,60.0
11345,3,5,4,63.3,56.0
11346,2,7,3,63.9,58.0
11347,4,3,3,60.6,57.0
11348,3,6,4,61.5,59.0
11349,4,7,7,61.8,56.0
11350,5,4,4,60.1,59.0
11351,4,7,4,62.6,56.0
11352,4,6,4,61.8,56.0
11353,4,6,3,63.0,56.0
11354,2,3,2,58.6,64.0
11355,4,4,5,60.5,57.0
11356,4,3,8,60.2,56.0
11357,3,5,4,59.4,61.0
11358,4,6,4,61.7,55.0
11359,4,5,3,61.0,56.0
11360,4,2,4,62.1,57.0
11361,5,5,2,61.7,58.0
11362,1,6,3,65.7,60.0
11363,4,3,3,62.1,55.0
11364,4,3,2,62.7,57.0
11365,5,7,3,61.2,62.0
11366,1,4,1,64.9,58.0
11367,4,3,7,61.5,56.0
11368,5,6,4,62.0,59.0
11369,4,1,4,62.0,56.0
11370,4,3,2,62.0,58.0
11371,5,4,5,62.4,61.0
11372,2,1,2,63.4,56.0
11373,3,6,5,62.6,59.0
11374,4,6,5,62.1,54.2
11375,3,5,5,63.7,57.0
11376,5,6,2,62.5,60.0
11377,3,5,6,61.9,59.0
11378,4,4,6,61.8,56.0
11379,3,7,5,60.5,58.0
11380,4,4,7,62.4,53.0
11381,5,3,4,60.9,61.0
11382,4,5,4,61.6,56.0
11383,5,6,3,61.5,61.0
11384,4,5,3,60.3,57.0
11385,3,5,5,60.6,57.0
11386,3,6,4,60.6,59.0
11387,4,6,2,62.6,56.0
11388,5,3,7,61.5,58.0
11389,5,3,5,59.4,59.0
11390,4,4,8,62.3,55.0
11391,4,6,4,61.5,55.0
11392,4,4,7,62.6,56.0
11393,4,4,3,61.3,55.0
11394,5,6,2,60.1,59.0
11395,1,6,4,66.8,61.0
11396,4,7,5,62.1,56.0
11397,3,5,5,61.0,60.0
11398,3,1,5,60.7,59.0
11399,4,3,3,60.8,57.0
11400,4,7,6,62.1,55.0
11401,3,7,2,61.5,56.0
11402,5,5,2,59.4,59.0
11403,5,4,4,59.3,59.0
11404,4,7,6,62.8,56.0
11405,2,4,4,63.5,55.0
11406,5,3,3,61.0,58.0
11407,5,1,7,60.9,58.0
11408,5,5,3,61.0,59.0
11409,4,5,6,61.5,59.0
11410,4,5,8,62.2,54.0
11411,3,5,6,62.4,57.0
11412,2,4,5,63.1,59.0
11413,5,4,6,62.5,60.0
11414,2,7,2,64.0,56.0
11415,5,3,2,62.1,60.0
11416,4,6,7,61.8,54.0
11417,3,3,8,60.3,59.0
11418,4,3,3,62.1,57.0
11419,4,7,4,61.2,57.0
11420,2,3,4,63.7,55.0
11421,2,6,5,63.9,56.0
11422,4,2,5,62.2,53.9
11423,4,4,2,61.6,57.0
11424,2,3,6,58.9,61.5
11425,2,1,2,63.3,58.0
11426,5,5,4,59.8,58.0
11427,4,4,4,62.4,57.0
11428,4,4,2,61.9,55.0
11429,4,2,2,61.5,54.0
11430,5,3,5,61.5,58.0
11431,4,3,1,62.1,56.0
11432,5,3,2,61.9,59.0
11433,3,5,3,61.9,58.0
11434,5,1,5,62.5,60.0
11435,2,1,3,63.2,55.0
11436,5,2,1,61.8,56.0
11437,4,5,5,62.2,56.0
11438,5,4,3,61.6,61.0
11439,2,7,5,63.4,55.0
11440,5,7,4,60.5,58.0
11441,2,7,2,57.1,63.0
11442,3,3,5,62.6,55.0
11443,4,5,4,61.3,56.0
11444,2,6,2,63.5,59.0
11445,1,5,2,66.3,56.0
11446,4,6,3,60.6,57.0
11447,5,2,6,62.9,58.0
11448,5,6,2,60.4,58.0
11449,4,1,4,61.6,57.0
11450,5,3,7,63.0,58.0
11451,5,2,4,60.3,58.0
11452,3,4,4,60.9,57.0
11453,3,6,8,60.3,59.0
11454,5,1,5,60.2,61.0
11455,3,7,7,62.2,56.0
11456,5,3,3,62.1,58.0
11457,5,2,4,61.2,58.0
11458,1,1,2,58.6,68.0
11459,4,4,6,60.5,58.0
11460,5,6,3,61.8,59.0
11461,3,4,5,61.7,60.0
11462,1,2,2,65.2,58.0
11463,5,5,2,62.5,60.0
11464,3,5,6,59.9,59.0
11465,2,4,2,63.6,54.0
11466,4,7,5,62.3,56.0
11467,3,4,5,61.8,53.0
11468,5,4,3,59.0,60.0
11469,4,4,5,62.1,55.0
11470,3,2,2,62.6,55.0
11471,4,5,3,62.6,57.0
11472,3,7,6,62.2,54.0
11473,4,6,3,61.4,55.0
11474,3,7,6,64.0,56.0
11475,3,2,7,61.8,56.0
11476,1,6,2,65.4,55.0
11477,2,5,3,63.8,54.0
11478,4,4,7,60.8,56.0
11479,5,4,5,62.1,58.0
11480,3,2,6,63.5,58.0
11481,5,4,4,62.6,56.0
11482,2,2,3,63.8,57.0
11483,5,3,2,61.9,55.0
11484,3,4,3,63.8,57.0
11485,3,4,8,63.1,58.0
11486,3,5,8,63.2,58.0
11487,5,3,8,60.3,58.0
11488,5,6,4,63.0,59.0
11489,4,6,4,62.4,55.0
11490,2,7,3,63.7,58.0
11491,5,4,7,60.1,56.0
11492,4,3,5,61.0,57.0
11493,5,4,5,62.2,59.0
11494,4,1,5,61.9,58.0
11495,3,7,2,62.5,57.0
11496,2,2,3,64.1,59.0
11497,3,6,3,60.9,57.0
11498,1,5,2,59.5,69.0
11499,4,2,3,61.8,57.0
11500,4,5,3,60.6,57.0
11501,5,6,5,60.8,59.0
11502,4,3,3,62.3,56.0
11503,3,2,6,60.9,58.0
11504,4,3,3,62.1,58.0
11505,3,6,6,60.1,63.0
11506,3,7,4,62.8,58.0
11507,4,2,5,61.7,59.0
11508,4,5,4,61.4,56.0
11509,2,5,3,63.5,57.0
11510,4,5,5,62.3,56.0
11511,3,2,4,62.7,57.0
11512,3,4,4,63.3,57.0
11513,5,4,4,62.3,59.0
11514,5,5,2,60.2,59.0
11515,4,3,5,60.8,57.0
11516,2,5,8,60.7,64.0
11517,4,6,5,61.4,56.0
11518,5,4,4,60.4,58.0
11519,2,3,4,63.9,59.0
11520,5,5,2,61.8,56.0
11521,5,4,2,62.5,58.0
11522,4,5,2,61.6,56.0
11523,4,3,3,61.9,57.0
11524,3,3,4,61.0,60.0
11525,5,1,4,62.0,62.0
11526,4,5,5,61.5,56.0
11527,5,3,3,60.9,57.0
11528,4,3,3,61.5,55.0
11529,5,3,2,62.8,52.0
11530,4,3,2,61.8,56.0
11531,4,5,7,62.2,56.0
11532,4,6,4,62.0,57.0
11533,4,3,3,62.1,57.0
11534,2,6,4,63.1,56.0
11535,4,7,7,61.8,56.0
11536,5,5,6,62.5,56.0
11537,4,3,4,62.2,57.0
11538,5,6,5,62.3,58.0
11539,2,3,7,63.8,59.0
11540,3,4,6,62.1,61.0
11541,3,7,5,60.4,59.0
11542,5,5,6,62.5,59.0
11543,5,3,8,62.5,58.0
11544,5,2,3,62.3,57.0
11545,5,2,2,60.0,58.0
11546,4,3,2,61.4,56.0
11547,3,2,2,61.5,57.0
11548,5,2,3,62.1,59.0
11549,2,4,6,63.2,58.0
11550,5,5,5,62.2,58.0
11551,4,3,6,61.3,55.0
11552,5,3,2,60.7,59.0
11553,5,1,2,62.2,59.0
11554,4,2,2,62.4,57.0
11555,4,5,5,61.5,55.0
11556,4,4,7,62.2,57.0
11557,4,5,7,61.1,56.0
11558,3,3,2,63.1,58.0
11559,4,5,5,62.1,57.0
11560,4,6,7,62.3,56.0
11561,5,1,4,62.9,59.0
11562,5,7,5,62.4,59.0
11563,5,3,5,61.4,56.0
11564,2,3,2,63.9,57.0
11565,5,4,4,59.2,60.0
11566,4,4,5,60.9,56.0
11567,5,6,5,61.8,56.0
11568,3,4,4,59.1,58.0
11569,4,7,5,60.8,57.0
11570,4,4,8,61.6,56.0
11571,5,7,3,62.1,60.0
11572,4,3,2,62.6,56.0
11573,3,2,4,61.8,59.0
11574,2,4,2,64.3,57.0
11575,2,1,4,63.6,59.0
11576,5,5,3,61.6,60.0
11577,2,2,3,58.0,58.0
11578,5,5,4,62.8,58.0
11579,4,3,4,62.6,56.0
11580,3,4,6,62.3,57.0
11581,3,5,3,63.5,59.0
11582,4,6,3,61.1,56.0
11583,3,2,5,61.1,61.0
11584,3,7,3,62.0,55.0
11585,4,4,2,61.6,55.6
11586,3,5,7,60.6,60.0
11587,5,4,5,60.8,59.0
11588,4,6,4,62.0,55.0
11589,5,4,3,62.9,55.0
11590,3,6,4,59.9,59.0
11591,2,5,5,63.2,61.0
11592,3,2,4,62.2,57.0
11593,2,7,3,63.9,57.0
11594,5,2,4,61.3,60.0
11595,4,4,6,61.6,56.0
11596,2,6,2,63.7,57.0
11597,5,7,2,62.4,59.0
11598,3,7,5,62.3,56.0
11599,3,6,4,60.3,57.0
11600,4,2,4,62.1,55.0
11601,5,5,2,62.6,57.0
11602,5,2,4,62.3,59.0
11603,5,4,7,60.9,57.0
11604,4,5,2,61.8,56.0
11605,4,3,6,62.5,57.0
11606,3,7,5,60.3,58.0
11607,2,2,5,61.1,61.0
11608,4,7,6,62.3,55.0
11609,4,7,3,62.7,55.0
11610,3,5,3,60.6,58.0
11611,3,5,6,61.1,55.0
11612,5,6,4,60.8,58.0
11613,4,5,5,62.3,55.0
11614,4,7,4,61.0,56.0
11615,4,5,2,62.0,55.0
11616,4,4,5,61.9,56.0
11617,3,3,1,61.7,63.0
11618,3,6,3,63.4,55.0
11619,4,6,4,62.6,55.0
11620,3,2,3,61.9,62.0
11621,5,6,2,62.6,57.0
11622,4,2,6,61.6,54.0
11623,1,2,1,65.1,59.0
11624,3,3,3,62.7,59.0
11625,4,4,3,61.8,58.0
11626,5,5,4,62.3,60.0
11627,4,5,6,62.7,56.0
11628,4,6,2,62.0,56.0
11629,5,6,2,61.4,59.0
11630,5,6,4,58.3,58.0
11631,4,6,4,61.3,56.0
11632,5,6,2,60.5,60.0
11633,3,2,6,61.3,59.3
11634,2,1,4,63.3,56.0
11635,2,5,3,62.8,62.0
11636,5,5,2,62.6,61.0
11637,3,6,8,61.7,58.0
11638,4,6,4,61.4,57.0
11639,4,6,6,61.8,56.0
11640,5,6,5,59.6,57.0
11641,2,3,4,63.7,55.0
11642,4,7,4,62.3,55.0
11643,3,5,2,60.3,59.0
11644,4,1,5,62.6,53.7
11645,4,6,5,62.1,56.0
11646,2,7,2,57.4,59.0
11647,3,4,3,61.5,59.0
11648,4,1,7,61.2,57.0
11649,4,7,4,61.6,57.0
11650,5,1,5,61.7,58.0
11651,3,2,5,63.1,56.0
11652,3,7,2,63.1,59.0
11653,2,4,3,64.0,55.0
11654,4,6,4,61.9,56.0
11655,3,6,5,63.7,58.0
11656,5,7,3,62.8,58.0
11657,4,4,3,61.5,56.0
11658,4,6,5,61.6,57.0
11659,3,3,3,59.2,61.0
11660,5,1,4,60.6,59.0
11661,5,6,6,62.4,61.0
11662,3,5,4,59.6,63.0
11663,3,7,4,63.2,58.0
11664,3,6,4,62.9,57.0
11665,4,5,3,61.4,55.0
11666,3,3,3,61.5,55.0
11667,2,5,3,61.2,61.0
